filename,case_name,citation,catchword,area_of_law,topic,subtopic,primary_statute,is_criminal,taxonomy_key,pdf_url
2026_SGCA_15.pdf,[2026] SGCA 15,[2026] SGCA 15,Criminal Law — Statutory offences — Misuse of Drugs Act,Criminal Law,Statutory offences,Misuse of Drugs Act,Misuse of Drugs Act,True,Criminal Law — Statutory offences — Misuse of Drugs Act,https://www.elitigation.sg/gd/gd/2026_SGCA_15/pdf
2026_SGCA_15.pdf,[2026] SGCA 15,[2026] SGCA 15,Criminal Procedure and Sentencing — Appeal — Adducing fresh evidence,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2026_SGCA_15/pdf
2026_SGCA_15.pdf,[2026] SGCA 15,[2026] SGCA 15,Abuse of process — Inconsistent positions — Appellant seeking to adduce fresh evidence that he elected not to adduce at trial,Criminal Procedure,Abuse of process,General,Criminal Procedure Code 2010,True,Abuse of process,https://www.elitigation.sg/gd/gd/2026_SGCA_15/pdf
2026_SGCA_15.pdf,[2026] SGCA 15,[2026] SGCA 15,Abuse of process — Collateral purpose — Appellant seeking retrial under guise of application to adduce fresh evidence,Criminal Procedure,Abuse of process,General,Criminal Procedure Code 2010,True,Abuse of process,https://www.elitigation.sg/gd/gd/2026_SGCA_15/pdf
2026_SGCA_13.pdf,[2026] SGCA 13,[2026] SGCA 13,Criminal Procedure and Sentencing — Sentencing — Offence of false trading and undertaking market rigging transactions,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGCA_13/pdf
2026_SGCA_13.pdf,[2026] SGCA 13,[2026] SGCA 13,Criminal Procedure and Sentencing — Sentencing — Employment of manipulative and deceptive devices in connection with market trading,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGCA_13/pdf
2026_SGCA_13.pdf,[2026] SGCA 13,[2026] SGCA 13,Criminal Procedure and Sentencing — Sentencing — Cheating offence causing victim to part with possession of property,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGCA_13/pdf
2026_SGCA_13.pdf,[2026] SGCA 13,[2026] SGCA 13,Criminal Procedure and Sentencing — Sentencing — Offence of acting as director of company and managing business without leave whilst being undischarged bankrupt,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGCA_13/pdf
2026_SGCA_13.pdf,[2026] SGCA 13,[2026] SGCA 13,Criminal Procedure and Sentencing — Sentencing — Perverting the course of justice,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGCA_13/pdf
2026_SGCA_13.pdf,[2026] SGCA 13,[2026] SGCA 13,Criminal Procedure and Sentencing — Sentencing — Principles — Rule against double counting,Criminal Law,Sentencing,Sentencing principles,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Principles,https://www.elitigation.sg/gd/gd/2026_SGCA_13/pdf
2026_SGCA_13.pdf,[2026] SGCA 13,[2026] SGCA 13,Criminal Procedure and Sentencing — Sentencing — Principles — One-transaction rule,Criminal Law,Sentencing,Sentencing principles,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Principles,https://www.elitigation.sg/gd/gd/2026_SGCA_13/pdf
2026_SGCA_13.pdf,[2026] SGCA 13,[2026] SGCA 13,Criminal Procedure and Sentencing — Sentencing — Principles — Totality principle,Criminal Law,Sentencing,Sentencing principles,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Principles,https://www.elitigation.sg/gd/gd/2026_SGCA_13/pdf
2026_SGHC_59.pdf,[2026] SGHC 59,[2026] SGHC 59,Criminal Law — Statutory offences — Road Traffic Act,Criminal Law,Statutory offences,Road Traffic Act,Road Traffic Act,True,Criminal Law — Statutory offences — Road Traffic Act,https://www.elitigation.sg/gd/gd/2026_SGHC_59/pdf
2026_SGHC_59.pdf,[2026] SGHC 59,[2026] SGHC 59,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2026_SGHC_59/pdf
2026_SGHC_58.pdf,[2026] SGHC 58,[2026] SGHC 58,Criminal Law — Offences — Rape,Criminal Law,Sexual offences,Rape,Penal Code s 375,True,Criminal Law — Offences — Rape,https://www.elitigation.sg/gd/gd/2026_SGHC_58/pdf
2026_SGHC_58.pdf,[2026] SGHC 58,[2026] SGHC 58,Criminal Law — Offences — Sexual assault involving penetration,Criminal Law,Sexual offences,Sexual assault by penetration,Penal Code s 376,True,Criminal Law — Offences — Sexual assault,https://www.elitigation.sg/gd/gd/2026_SGHC_58/pdf
2026_SGHC_58.pdf,[2026] SGHC 58,[2026] SGHC 58,Criminal Procedure and Sentencing — Sentencing — Young offenders,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGHC_58/pdf
2026_SGHC_60.pdf,[2026] SGHC 60,[2026] SGHC 60,Criminal Law — Offences — Rape,Criminal Law,Sexual offences,Rape,Penal Code s 375,True,Criminal Law — Offences — Rape,https://www.elitigation.sg/gd/gd/2026_SGHC_60/pdf
2026_SGHC_60.pdf,[2026] SGHC 60,[2026] SGHC 60,Criminal Law — Offences — Sexual offences,Criminal Law,Sexual offences,General sexual offences,Penal Code Pt XI,True,Criminal Law — Offences — Sexual offences,https://www.elitigation.sg/gd/gd/2026_SGHC_60/pdf
2026_SGHC_60.pdf,[2026] SGHC 60,[2026] SGHC 60,Criminal Procedure and Sentencing — Trials — Taking and recording of evidence in — Court managing questioning of complainants of sexual offences,Criminal Procedure,Trial,Trial procedure,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Trial,https://www.elitigation.sg/gd/gd/2026_SGHC_60/pdf
2026_SGHC_60.pdf,[2026] SGHC 60,[2026] SGHC 60,Evidence — Principles — Functions of judge — Responsibilities of judge in managing cases involving self-represented persons,Evidence,Principles,General principles of evidence,Evidence Act,False,Evidence — Principles,https://www.elitigation.sg/gd/gd/2026_SGHC_60/pdf
2026_SGCA_10.pdf,[2026] SGCA 10,[2026] SGCA 10,Criminal Law — Statutory offences — Misuse of Drugs Act,Criminal Law,Statutory offences,Misuse of Drugs Act,Misuse of Drugs Act,True,Criminal Law — Statutory offences — Misuse of Drugs Act,https://www.elitigation.sg/gd/gd/2026_SGCA_10/pdf
2026_SGCA_10.pdf,[2026] SGCA 10,[2026] SGCA 10,Criminal Procedure and Sentencing — Criminal motions — Adducing fresh evidence,Criminal Procedure,Appeals,Adducing fresh evidence,Criminal Procedure Code 2010 s 392,True,Criminal Procedure and Sentencing — Criminal motions — Adducing fresh evidence,https://www.elitigation.sg/gd/gd/2026_SGCA_10/pdf
2026_SGCA_11.pdf,[2026] SGCA 11,[2026] SGCA 11,Criminal Procedure and Sentencing — Criminal review — Permission for review — Section 394H Criminal Procedure Code 2010 (2020 Rev Ed),Criminal Procedure,Review,Criminal review,Criminal Procedure Code 2010 s 394H,True,Criminal Procedure and Sentencing — Criminal review,https://www.elitigation.sg/gd/gd/2026_SGCA_11/pdf
2026_SGHC_52.pdf,[2026] SGHC 52,[2026] SGHC 52,Criminal Law — Elements of crime — Mens rea — Knowledge,Criminal Law,Elements of crime,Mens rea,Penal Code,True,Criminal Law — Elements of crime — Mens rea,https://www.elitigation.sg/gd/gd/2026_SGHC_52/pdf
2026_SGHC_52.pdf,[2026] SGHC 52,[2026] SGHC 52,Criminal Law — Statutory offences — Misuse of Drugs Act — Whether presumption of trafficking applied to attempts to possess drugs for trafficking,Criminal Law,Statutory offences,Misuse of Drugs Act,Misuse of Drugs Act,True,Criminal Law — Statutory offences — Misuse of Drugs Act,https://www.elitigation.sg/gd/gd/2026_SGHC_52/pdf
2026_SGHC_52.pdf,[2026] SGHC 52,[2026] SGHC 52,Criminal Law — Attempt,Criminal Law,Participation in crime,Attempt,Penal Code s 511,True,Criminal Law — Attempt,https://www.elitigation.sg/gd/gd/2026_SGHC_52/pdf
2026_SGHC_52.pdf,[2026] SGHC 52,[2026] SGHC 52,Criminal Procedure and Sentencing — Charge — Alteration,Criminal Procedure,Charge,Alteration of charge,Criminal Procedure Code 2010 s 128,True,Criminal Procedure and Sentencing — Charge — Alteration,https://www.elitigation.sg/gd/gd/2026_SGHC_52/pdf
2026_SGHC_52.pdf,[2026] SGHC 52,[2026] SGHC 52,Criminal Procedure and Sentencing — Sentencing — Effect of s 12 of the Misuse of Drugs Act,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGHC_52/pdf
2026_SGHC_50.pdf,[2026] SGHC 50,[2026] SGHC 50,Criminal Procedure and Sentencing — Mutual legal assistance — Statutory interpretation,Criminal Procedure,Mutual legal assistance,Mutual legal assistance,Mutual Assistance in Criminal Matters Act,True,Criminal Procedure and Sentencing — Mutual legal assistance,https://www.elitigation.sg/gd/gd/2026_SGHC_50/pdf
2026_SGHC_51.pdf,[2026] SGHC 51,[2026] SGHC 51,Criminal Law — Offences — Criminal intimidation,Criminal Law,Offences against person,Criminal intimidation,Penal Code s 503,True,Criminal Law — Offences — Criminal intimidation,https://www.elitigation.sg/gd/gd/2026_SGHC_51/pdf
2026_SGHC_51.pdf,[2026] SGHC 51,[2026] SGHC 51,Criminal Law — Offences — Sexual offences,Criminal Law,Sexual offences,General sexual offences,Penal Code Pt XI,True,Criminal Law — Offences — Sexual offences,https://www.elitigation.sg/gd/gd/2026_SGHC_51/pdf
2026_SGHC_47.pdf,[2026] SGHC 47,[2026] SGHC 47,Criminal Law — Offences — Property — Cheating,Criminal Law,Property offences,Property offence,Penal Code,True,Criminal Law — Offences — Property,https://www.elitigation.sg/gd/gd/2026_SGHC_47/pdf
2026_SGHC_47.pdf,[2026] SGHC 47,[2026] SGHC 47,Criminal Law — Offences — Property — Forgery for the purpose of cheating,Criminal Law,Property offences,Property offence,Penal Code,True,Criminal Law — Offences — Property,https://www.elitigation.sg/gd/gd/2026_SGHC_47/pdf
2026_SGHC_47.pdf,[2026] SGHC 47,[2026] SGHC 47,Criminal Procedure and Sentencing — Sentencing — Judicial mercy,Criminal Law,Sentencing,Judicial mercy,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Judicial mercy,https://www.elitigation.sg/gd/gd/2026_SGHC_47/pdf
2026_SGHC_45.pdf,[2026] SGHC 45,[2026] SGHC 45,Criminal Law — Appeal,Criminal Procedure,Appeals,Criminal appeal,Criminal Procedure Code 2010,True,Criminal Law — Appeal,https://www.elitigation.sg/gd/gd/2026_SGHC_45/pdf
2026_SGHC_45.pdf,[2026] SGHC 45,[2026] SGHC 45,Criminal Law — Statutory offences — Immigration Act,Criminal Law,Statutory offences,Immigration Act,Immigration Act,True,Criminal Law — Statutory offences — Immigration Act,https://www.elitigation.sg/gd/gd/2026_SGHC_45/pdf
2026_SGHC_45.pdf,[2026] SGHC 45,[2026] SGHC 45,Statutory Interpretation — Construction of statute,Statutory Interpretation,General,General,Interpretation Act,False,Statutory Interpretation,https://www.elitigation.sg/gd/gd/2026_SGHC_45/pdf
2026_SGHC_45.pdf,[2026] SGHC 45,[2026] SGHC 45,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2026_SGHC_45/pdf
2026_SGHC_38.pdf,[2026] SGHC 38,[2026] SGHC 38,Criminal Law — Statutory offences — Misuse of Drugs Act,Criminal Law,Statutory offences,Misuse of Drugs Act,Misuse of Drugs Act,True,Criminal Law — Statutory offences — Misuse of Drugs Act,https://www.elitigation.sg/gd/gd/2026_SGHC_38/pdf
2026_SGHC_38.pdf,[2026] SGHC 38,[2026] SGHC 38,Criminal Procedure and Sentencing — Statements — Admissibility,Criminal Procedure,Statements,Admissibility,Criminal Procedure Code 2010 s 258,True,Criminal Procedure and Sentencing — Statements — Admissibility,https://www.elitigation.sg/gd/gd/2026_SGHC_38/pdf
2026_SGHC_44.pdf,[2026] SGHC 44,[2026] SGHC 44,Legal Profession—Unauthorised person— Failure to renew practising certificate,Legal Profession,Unauthorised practice,Unauthorised person,Legal Profession Act,False,Legal Profession — Unauthorised person,https://www.elitigation.sg/gd/gd/2026_SGHC_44/pdf
2026_SGHC_44.pdf,[2026] SGHC 44,[2026] SGHC 44,Criminal Procedure and Sentencing—Sentencing—Appeals––Amalgamated charges,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2026_SGHC_44/pdf
2026_SGCA_5.pdf,[2026] SGCA 5,[2026] SGCA 5,Criminal Procedure and Sentencing — Stay of execution,Criminal Procedure,Execution,Stay of execution,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Stay of execution,https://www.elitigation.sg/gd/gd/2026_SGCA_5/pdf
2026_SGCA_4.pdf,[2026] SGCA 4,[2026] SGCA 4,Criminal Procedure and Sentencing — Stay of execution,Criminal Procedure,Execution,Stay of execution,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Stay of execution,https://www.elitigation.sg/gd/gd/2026_SGCA_4/pdf
2026_SGCA_4.pdf,[2026] SGCA 4,[2026] SGCA 4,Constitutional Law — Equal protection of the law,Constitutional Law,Equal protection,Equal protection of the law,Constitution of Singapore Art 12,False,Constitutional Law — Equal protection of the law,https://www.elitigation.sg/gd/gd/2026_SGCA_4/pdf
2026_SGHC_24.pdf,[2026] SGHC 24,[2026] SGHC 24,Criminal Law — Offences — Grievous hurt,Criminal Law,Offences against person,Grievous hurt,Penal Code s 320,True,Criminal Law — Offences — Grievous hurt,https://www.elitigation.sg/gd/gd/2026_SGHC_24/pdf
2026_SGHC_24.pdf,[2026] SGHC 24,[2026] SGHC 24,Criminal Procedure and Sentencing — Appeal,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2026_SGHC_24/pdf
2026_SGHC_24.pdf,[2026] SGHC 24,[2026] SGHC 24,Criminal Procedure and Sentencing — Sentencing,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGHC_24/pdf
2026_SGCA_3.pdf,[2026] SGCA 3,[2026] SGCA 3,Criminal Procedure and Sentencing — Sentencing,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGCA_3/pdf
2026_SGHC_13.pdf,[2026] SGHC 13,[2026] SGHC 13,Criminal Law — Appeal,Criminal Procedure,Appeals,Criminal appeal,Criminal Procedure Code 2010,True,Criminal Law — Appeal,https://www.elitigation.sg/gd/gd/2026_SGHC_13/pdf
2026_SGHC_13.pdf,[2026] SGHC 13,[2026] SGHC 13,Criminal Procedure and Sentencing — Appeal,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2026_SGHC_13/pdf
2026_SGHC_13.pdf,[2026] SGHC 13,[2026] SGHC 13,Criminal Procedure and Sentencing — Bail — Bail pending appeal,Criminal Procedure,Bail,Bail applications,Criminal Procedure Code 2010 s 93,True,Criminal Procedure and Sentencing — Bail,https://www.elitigation.sg/gd/gd/2026_SGHC_13/pdf
2026_SGHC_10.pdf,[2026] SGHC 10,[2026] SGHC 10,Evidence — Witnesses — Corroboration,Evidence,Witnesses,Witness testimony,Evidence Act,False,Evidence — Witnesses,https://www.elitigation.sg/gd/gd/2026_SGHC_10/pdf
2026_SGHC_10.pdf,[2026] SGHC 10,[2026] SGHC 10,Criminal Law — Offences — Rape,Criminal Law,Sexual offences,Rape,Penal Code s 375,True,Criminal Law — Offences — Rape,https://www.elitigation.sg/gd/gd/2026_SGHC_10/pdf
2026_SGHC_10.pdf,[2026] SGHC 10,[2026] SGHC 10,Criminal Law — Offences — Sexual offences,Criminal Law,Sexual offences,General sexual offences,Penal Code Pt XI,True,Criminal Law — Offences — Sexual offences,https://www.elitigation.sg/gd/gd/2026_SGHC_10/pdf
2026_SGHC_5.pdf,[2026] SGHC 5,[2026] SGHC 5,Criminal Law — Statutory offences — Securities and Futures Act,Criminal Law,Statutory offences,Securities and Futures Act,Securities and Futures Act,True,Criminal Law — Statutory offences — Securities and Futures Act,https://www.elitigation.sg/gd/gd/2026_SGHC_5/pdf
2026_SGHC_5.pdf,[2026] SGHC 5,[2026] SGHC 5,Criminal Law — Statutory offences — Multi-Level Marketing and Pyramid Selling (Prohibition) Act,Criminal Law,Statutory offences,Multi-Level Marketing Act,Multi-Level Marketing and Pyramid Selling (Prohibition) Act,True,Criminal Law — Statutory offences — Multi-Level Marketing,https://www.elitigation.sg/gd/gd/2026_SGHC_5/pdf
2026_SGHC_5.pdf,[2026] SGHC 5,[2026] SGHC 5,Criminal Law — Statutory offences — Companies Act,Criminal Law,Statutory offences,Companies Act offences,Companies Act,True,Criminal Law — Statutory offences — Companies Act,https://www.elitigation.sg/gd/gd/2026_SGHC_5/pdf
2026_SGHC_5.pdf,[2026] SGHC 5,[2026] SGHC 5,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2026_SGHC_5/pdf
2026_SGHC_5.pdf,[2026] SGHC 5,[2026] SGHC 5,Criminal Procedure and Sentencing — Sentencing — Penalties,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGHC_5/pdf
2026_SGHC_5.pdf,[2026] SGHC 5,[2026] SGHC 5,Financial and Securities Market — Securities — False trading,Financial and Securities Market,Securities,False trading,,False,,https://www.elitigation.sg/gd/gd/2026_SGHC_5/pdf
2026_SGHC_5.pdf,[2026] SGHC 5,[2026] SGHC 5,Evidence — Admissibility of evidence — Hearsay,Evidence,Admissibility,Admissibility of evidence,Evidence Act,False,Evidence — Admissibility,https://www.elitigation.sg/gd/gd/2026_SGHC_5/pdf
2026_SGHC_5.pdf,[2026] SGHC 5,[2026] SGHC 5,Criminal Procedure and Sentencing — Sentencing — Rule against double counting,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2026_SGHC_5/pdf
2025_SGHC_265.pdf,[2025] SGHC 265,[2025] SGHC 265,Criminal Law — Offences — Rape,Criminal Law,Sexual offences,Rape,Penal Code s 375,True,Criminal Law — Offences — Rape,https://www.elitigation.sg/gd/gd/2025_SGHC_265/pdf
2025_SGHC_265.pdf,[2025] SGHC 265,[2025] SGHC 265,Criminal Procedure and Sentencing — Sentencing,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2025_SGHC_265/pdf
2025_SGHC_264.pdf,[2025] SGHC 264,[2025] SGHC 264,Criminal Law — Offences — Rape,Criminal Law,Sexual offences,Rape,Penal Code s 375,True,Criminal Law — Offences — Rape,https://www.elitigation.sg/gd/gd/2025_SGHC_264/pdf
2025_SGHC_262.pdf,[2025] SGHC 262,[2025] SGHC 262,Criminal Law — Offences — Outrage of modesty,Criminal Law,Sexual offences,Outrage of modesty,Penal Code s 354,True,Criminal Law — Offences — Outrage of modesty,https://www.elitigation.sg/gd/gd/2025_SGHC_262/pdf
2025_SGHC_262.pdf,[2025] SGHC 262,[2025] SGHC 262,Criminal Law — Offences — Rape,Criminal Law,Sexual offences,Rape,Penal Code s 375,True,Criminal Law — Offences — Rape,https://www.elitigation.sg/gd/gd/2025_SGHC_262/pdf
2025_SGHC_262.pdf,[2025] SGHC 262,[2025] SGHC 262,Criminal Procedure and Sentencing — Statements — Admissibility,Criminal Procedure,Statements,Admissibility,Criminal Procedure Code 2010 s 258,True,Criminal Procedure and Sentencing — Statements — Admissibility,https://www.elitigation.sg/gd/gd/2025_SGHC_262/pdf
2025_SGHC_262.pdf,[2025] SGHC 262,[2025] SGHC 262,Criminal Procedure and Sentencing — Sentencing,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2025_SGHC_262/pdf
2025_SGHC_260.pdf,[2025] SGHC 260,[2025] SGHC 260,Criminal Law — Offences — Attempted rape,Criminal Law,Sexual offences,Attempted rape,"Penal Code ss 375, 511",True,Criminal Law — Offences — Attempted rape,https://www.elitigation.sg/gd/gd/2025_SGHC_260/pdf
2025_SGHC_260.pdf,[2025] SGHC 260,[2025] SGHC 260,Criminal Law — Offences — Property — Criminal trespass,Criminal Law,Property offences,Property offence,Penal Code,True,Criminal Law — Offences — Property,https://www.elitigation.sg/gd/gd/2025_SGHC_260/pdf
2025_SGHC_260.pdf,[2025] SGHC 260,[2025] SGHC 260,Criminal Procedure and Sentencing — Sentencing — Principles,Criminal Law,Sentencing,Sentencing principles,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Principles,https://www.elitigation.sg/gd/gd/2025_SGHC_260/pdf
2025_SGHC_249.pdf,[2025] SGHC 249,[2025] SGHC 249,Criminal Law — Offences — Sexual offences,Criminal Law,Sexual offences,General sexual offences,Penal Code Pt XI,True,Criminal Law — Offences — Sexual offences,https://www.elitigation.sg/gd/gd/2025_SGHC_249/pdf
2025_SGHC_249.pdf,[2025] SGHC 249,[2025] SGHC 249,Criminal procedure and sentencing — Sentencing — Sexual offences,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2025_SGHC_249/pdf
2025_SGHC_247.pdf,[2025] SGHC 247,[2025] SGHC 247,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2025_SGHC_247/pdf
2025_SGHC_242.pdf,[2025] SGHC 242,[2025] SGHC 242,"Criminal Law — Statutory offences — Parliament (Privileges, Immunities and Powers) Act 1962",Criminal Law,Statutory offences,General,Penal Code,True,Criminal Law — Statutory offence,https://www.elitigation.sg/gd/gd/2025_SGHC_242/pdf
2025_SGHC_238.pdf,[2025] SGHC 238,[2025] SGHC 238,Criminal Law — Statutory offences — Work Injury Compensation Act,Criminal Law,Statutory offences,Work Injury Compensation Act,Work Injury Compensation Act,True,Criminal Law — Statutory offences — Work Injury Compensation Act,https://www.elitigation.sg/gd/gd/2025_SGHC_238/pdf
2025_SGCA_55.pdf,[2025] SGCA 55,[2025] SGCA 55,Criminal Law — Statutory offences — Misuse of Drugs Act,Criminal Law,Statutory offences,Misuse of Drugs Act,Misuse of Drugs Act,True,Criminal Law — Statutory offences — Misuse of Drugs Act,https://www.elitigation.sg/gd/gd/2025_SGCA_55/pdf
2025_SGCA_54.pdf,[2025] SGCA 54,[2025] SGCA 54,Criminal Procedure and Sentencing — Stay of execution — Application under s 60G of the Supreme Court of Judicature Act 1969 (2020 Rev Ed) for permission to make a post-appeal application in a capital case,Criminal Procedure,Execution,Stay of execution,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Stay of execution,https://www.elitigation.sg/gd/gd/2025_SGCA_54/pdf
2025_SGHC_231.pdf,[2025] SGHC 231,[2025] SGHC 231,Criminal Law — Offences — Rape,Criminal Law,Sexual offences,Rape,Penal Code s 375,True,Criminal Law — Offences — Rape,https://www.elitigation.sg/gd/gd/2025_SGHC_231/pdf
2025_SGHC_229.pdf,[2025] SGHC 229,[2025] SGHC 229,Criminal Procedure and Sentencing — Extradition — Bail,Criminal Procedure,Extradition,Extradition,Extradition Act,True,Criminal Procedure and Sentencing — Extradition,https://www.elitigation.sg/gd/gd/2025_SGHC_229/pdf
2025_SGHC_227.pdf,[2025] SGHC 227,[2025] SGHC 227,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2025_SGHC_227/pdf
2025_SGHC_225.pdf,[2025] SGHC 225,[2025] SGHC 225,Words and Phrases — Carrying on a business,Statutory Interpretation,Words and Phrases,General,Interpretation Act,False,Words and Phrases,https://www.elitigation.sg/gd/gd/2025_SGHC_225/pdf
2025_SGHC_225.pdf,[2025] SGHC 225,[2025] SGHC 225,Criminal Law — Statutory offences — Payment Services Act 2019,Criminal Law,Statutory offences,Payment Services Act,Payment Services Act,True,Criminal Law — Statutory offences — Payment Services Act,https://www.elitigation.sg/gd/gd/2025_SGHC_225/pdf
2025_SGHC_222.pdf,[2025] SGHC 222,[2025] SGHC 222,"Criminal Procedure and Sentencing — Sentencing — Principles — Section 408 Penal Code (Cap 224, 2008 Rev Ed)",Criminal Law,Sentencing,Sentencing principles,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Principles,https://www.elitigation.sg/gd/gd/2025_SGHC_222/pdf
2025_SGHC_219.pdf,[2025] SGHC 219,[2025] SGHC 219,Criminal Law — Offences — Rape,Criminal Law,Sexual offences,Rape,Penal Code s 375,True,Criminal Law — Offences — Rape,https://www.elitigation.sg/gd/gd/2025_SGHC_219/pdf
2025_SGHC_216.pdf,[2025] SGHC 216,[2025] SGHC 216,Criminal Law — Statutory offences — Securities and Futures Act — Act likely to operate as a fraud,Criminal Law,Statutory offences,Securities and Futures Act,Securities and Futures Act,True,Criminal Law — Statutory offences — Securities and Futures Act,https://www.elitigation.sg/gd/gd/2025_SGHC_216/pdf
2025_SGHC_216.pdf,[2025] SGHC 216,[2025] SGHC 216,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2025_SGHC_216/pdf
2025_SGCA_48.pdf,[2025] SGCA 48,[2025] SGCA 48,Criminal Procedure and Sentencing — Sentencing — Principles — Discretion to impose imprisonment in lieu of caning,Criminal Law,Sentencing,Sentencing principles,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Principles,https://www.elitigation.sg/gd/gd/2025_SGCA_48/pdf
2025_SGCA_49.pdf,[2025] SGCA 49,[2025] SGCA 49,Criminal Law — Appeal,Criminal Procedure,Appeals,Criminal appeal,Criminal Procedure Code 2010,True,Criminal Law — Appeal,https://www.elitigation.sg/gd/gd/2025_SGCA_49/pdf
2025_SGCA_49.pdf,[2025] SGCA 49,[2025] SGCA 49,Criminal Law — Statutory offences — Securities and Futures Act,Criminal Law,Statutory offences,Securities and Futures Act,Securities and Futures Act,True,Criminal Law — Statutory offences — Securities and Futures Act,https://www.elitigation.sg/gd/gd/2025_SGCA_49/pdf
